game_id,season,week,home_team,away_team,gameday,spread_line,predicted_margin,xgb_margin,ridge_margin,lgbm_margin
2018_09_GB_NE,2018,9,NE,GB,2018-11-04,6.5,7.7057505,7.606232,8.004305,6.490610932733149
2018_09_TEN_DAL,2018,9,DAL,TEN,2018-11-05,4.5,4.6090655,5.13941,3.018032,4.867019754898841
2018_10_CAR_PIT,2018,10,PIT,CAR,2018-11-08,5.0,3.8763428,4.081902,3.259665,5.0439908355766185
2018_10_DET_CHI,2018,10,CHI,DET,2018-11-11,6.5,5.897293,5.904789,5.8748055,4.413581696591634
2018_10_NO_CIN,2018,10,CIN,NO,2018-11-11,-4.0,-5.673666,-6.4650145,-3.2996209,-4.645537218681518
2018_10_ATL_CLE,2018,10,CLE,ATL,2018-11-11,-4.0,-6.5928373,-6.3201194,-7.4109917,-4.812377059141018
2018_10_JAX_IND,2018,10,IND,JAX,2018-11-11,3.5,1.5102118,1.049556,2.8921793,0.3258726676919722
2018_10_ARI_KC,2018,10,KC,ARI,2018-11-11,16.5,12.715534,11.814773,15.417818,10.489241052939722
2018_10_BUF_NYJ,2018,10,NYJ,BUF,2018-11-11,8.0,7.184517,7.4245505,6.4644156,4.7413884925268075
2018_10_WAS_TB,2018,10,TB,WAS,2018-11-11,1.0,-0.047401346,-0.14341423,0.2406373,-0.31062698124160454
2018_10_NE_TEN,2018,10,TEN,NE,2018-11-11,-7.0,-5.198892,-4.408087,-7.571308,-2.6781580363849855
2018_10_LAC_OAK,2018,10,OAK,LAC,2018-11-11,-10.0,-8.761543,-7.8034725,-11.6357565,-4.391199374857529
2018_10_MIA_GB,2018,10,GB,MIA,2018-11-11,9.0,8.729256,9.167102,7.415717,7.771545891064653
2018_10_SEA_LA,2018,10,LA,SEA,2018-11-11,10.0,8.299103,8.869863,6.5868216,7.754027757051464
2018_10_DAL_PHI,2018,10,PHI,DAL,2018-11-11,6.5,8.423379,9.08146,6.449135,9.619173761863072
2018_10_NYG_SF,2018,10,SF,NYG,2018-11-12,3.0,0.0051906705,1.0829839,-3.2281888,0.033360787251155266
2018_11_GB_SEA,2018,11,SEA,GB,2018-11-15,3.0,4.817729,4.773851,4.949363,4.491988755434854
2018_11_DAL_ATL,2018,11,ATL,DAL,2018-11-18,3.0,8.240862,9.211857,5.327879,5.824738800679804
2018_11_CIN_BAL,2018,11,BAL,CIN,2018-11-18,4.0,6.817876,7.2417502,5.5462523,5.2206422573297955
2018_11_CAR_DET,2018,11,DET,CAR,2018-11-18,-3.5,-5.8671026,-6.053595,-5.307626,-3.803501935643162
2018_11_TEN_IND,2018,11,IND,TEN,2018-11-18,3.0,1.9129286,1.6721231,2.635345,1.612012728400042
2018_11_PIT_JAX,2018,11,JAX,PIT,2018-11-18,-5.0,-4.2929144,-3.9032574,-5.4618855,-2.3784241332834752
2018_11_TB_NYG,2018,11,NYG,TB,2018-11-18,1.0,-0.8681592,-1.7505271,1.7789446,-2.7697765469598608
2018_11_HOU_WAS,2018,11,WAS,HOU,2018-11-18,-2.5,-3.0011427,-2.785251,-3.6488178,-1.2680337920165294
2018_11_OAK_ARI,2018,11,ARI,OAK,2018-11-18,4.0,4.2577715,4.624855,3.1565213,3.7444890644252933
2018_11_DEN_LAC,2018,11,LAC,DEN,2018-11-18,7.0,8.492977,9.24743,6.229619,8.78368246136715
2018_11_PHI_NO,2018,11,NO,PHI,2018-11-18,9.0,8.645623,8.313437,9.642182,4.846678024575119
2018_11_MIN_CHI,2018,11,CHI,MIN,2018-11-18,3.0,5.156137,5.423947,4.3527064,2.904332196615551
2018_11_KC_LA,2018,11,LA,KC,2018-11-19,2.5,5.5452676,6.6184134,2.3258297,6.071939672332398
2018_12_CHI_DET,2018,12,DET,CHI,2018-11-22,-4.0,-2.1992085,-2.4032845,-1.5869806,0.2594770728699907
2018_12_WAS_DAL,2018,12,DAL,WAS,2018-11-22,8.0,8.860783,9.049908,8.293407,7.9954725190520195
2018_12_ATL_NO,2018,12,NO,ATL,2018-11-22,12.5,9.184254,9.046342,9.597989,6.824725380765908
2018_12_OAK_BAL,2018,12,BAL,OAK,2018-11-25,11.5,11.183639,11.258754,10.958295,8.687065485662558
2018_12_JAX_BUF,2018,12,BUF,JAX,2018-11-25,-3.5,0.2788846,1.405291,-3.1003344,-0.13191861930097062
2018_12_SEA_CAR,2018,12,CAR,SEA,2018-11-25,3.5,2.2260714,2.2760606,2.0761037,2.383124597903476
2018_12_CLE_CIN,2018,12,CIN,CLE,2018-11-25,3.0,0.8560741,1.3368971,-0.58639526,0.4413537480963136
2018_12_NE_NYJ,2018,12,NYJ,NE,2018-11-25,-9.5,-8.380482,-7.3976274,-11.329042,-2.6739328639098003
2018_12_NYG_PHI,2018,12,PHI,NYG,2018-11-25,4.5,0.28711712,0.703425,-0.96180654,2.5677278568457425
2018_12_SF_TB,2018,12,TB,SF,2018-11-25,3.5,4.032075,4.807078,1.7070658,3.488591360638157
2018_12_ARI_LAC,2018,12,LAC,ARI,2018-11-25,11.0,11.797143,11.843825,11.657096,10.38020303459256
2018_12_PIT_DEN,2018,12,DEN,PIT,2018-11-25,-3.5,-3.6416926,-3.5436306,-3.935879,-2.8675260543052206
2018_12_MIA_IND,2018,12,IND,MIA,2018-11-25,10.0,7.2580924,7.0734673,7.811968,5.386143678365838
2018_12_GB_MIN,2018,12,MIN,GB,2018-11-25,4.0,3.0185008,3.1356602,2.6670222,3.5557932250629216
2018_12_TEN_HOU,2018,12,HOU,TEN,2018-11-26,6.0,5.1042085,4.9375954,5.6040483,4.559737767246543
2018_13_NO_DAL,2018,13,DAL,NO,2018-11-29,-7.5,-4.2359557,-4.0478663,-4.8002243,-2.119118669985835
2018_13_BAL_ATL,2018,13,ATL,BAL,2018-12-02,-1.5,-0.9173694,-0.56601685,-1.9714272,1.1397782357235422
2018_13_DEN_CIN,2018,13,CIN,DEN,2018-12-02,-3.5,-5.0096064,-5.0087647,-5.0121307,-4.226247640637519
2018_13_LA_DET,2018,13,DET,LA,2018-12-02,-9.5,-7.0545197,-5.9744554,-10.294711,-3.686661395725489
2018_13_ARI_GB,2018,13,GB,ARI,2018-12-02,14.0,8.985397,8.366701,10.841486,8.098649488191858
2018_13_CLE_HOU,2018,13,HOU,CLE,2018-12-02,6.5,6.1088347,6.416867,5.184738,4.920844111756106
2018_13_IND_JAX,2018,13,JAX,IND,2018-12-02,-3.5,-2.9679227,-2.6029303,-4.0628996,-1.1523872767619339
2018_13_BUF_MIA,2018,13,MIA,BUF,2018-12-02,6.0,3.0825782,2.6996746,4.231289,2.5748588062585522
2018_13_CHI_NYG,2018,13,NYG,CHI,2018-12-02,-4.0,-1.0306449,-1.1097069,-0.79345894,-1.2354547840026067
2018_13_CAR_TB,2018,13,TB,CAR,2018-12-02,-4.0,-5.3273335,-4.484918,-7.85458,-2.1573485189773316
2018_13_KC_OAK,2018,13,OAK,KC,2018-12-02,-15.0,-8.389341,-5.9372535,-15.745604,-4.139890152909489
2018_13_NYJ_TEN,2018,13,TEN,NYJ,2018-12-02,9.0,5.144205,4.09072,8.304659,5.207009193924139
2018_13_MIN_NE,2018,13,NE,MIN,2018-12-02,5.5,9.815664,10.134822,8.858194,9.651732339225047
2018_13_SF_SEA,2018,13,SEA,SF,2018-12-02,10.0,9.66889,9.193621,11.094699,8.737155485302914
2018_13_LAC_PIT,2018,13,PIT,LAC,2018-12-02,3.5,6.124369,7.025111,3.422144,6.792645241885901
2018_13_WAS_PHI,2018,13,PHI,WAS,2018-12-03,7.0,5.4085946,5.656625,4.664503,6.299226846909062
2018_14_JAX_TEN,2018,14,TEN,JAX,2018-12-06,4.5,3.067111,2.9758496,3.3408942,1.641723251133786
2018_14_NYJ_BUF,2018,14,BUF,NYJ,2018-12-09,3.5,4.1822214,5.0071,1.7075856,4.321477110535338
2018_14_CAR_CLE,2018,14,CLE,CAR,2018-12-09,-1.0,-4.799557,-5.356097,-3.1299384,-4.211718396986113
2018_14_ATL_GB,2018,14,GB,ATL,2018-12-09,5.5,1.9486057,1.908192,2.0698466,3.3741202985124144
2018_14_IND_HOU,2018,14,HOU,IND,2018-12-09,4.0,4.2120457,4.0167603,4.7979,2.91112811568853
2018_14_BAL_KC,2018,14,KC,BAL,2018-12-09,7.0,8.042604,9.197697,4.577326,9.744236815421283
2018_14_NE_MIA,2018,14,MIA,NE,2018-12-09,-7.5,-8.834604,-8.855989,-8.770449,-4.462226078995472
2018_14_NO_TB,2018,14,TB,NO,2018-12-09,-8.0,-5.6621933,-5.3226514,-6.6808186,-1.147160460644427
2018_14_NYG_WAS,2018,14,WAS,NYG,2018-12-09,-4.0,-5.328353,-4.534762,-7.7091265,-4.2425744348055625
2018_14_CIN_LAC,2018,14,LAC,CIN,2018-12-09,14.5,14.893562,15.041555,14.449583,12.234821265008632
2018_14_DEN_SF,2018,14,SF,DEN,2018-12-09,-5.5,-6.0194006,-5.643875,-7.145978,-2.4980909774496167
2018_14_DET_ARI,2018,14,ARI,DET,2018-12-09,-2.5,-1.139051,-0.7638262,-2.2647254,-0.17741118625552943
2018_14_PHI_DAL,2018,14,DAL,PHI,2018-12-09,4.0,3.621994,3.5716698,3.7729661,2.4278823276185015
2018_14_PIT_OAK,2018,14,OAK,PIT,2018-12-09,-11.5,-8.764358,-7.7236238,-11.8865595,-3.7926293258604376
2018_14_LA_CHI,2018,14,CHI,LA,2018-12-09,-3.0,-3.0188901,-2.855527,-3.5089796,-2.5999426004482955
2018_14_MIN_SEA,2018,14,SEA,MIN,2018-12-10,3.0,4.510176,4.380704,4.8985925,4.122959059317506
