player,position,team,ppg_pred,games_pred,projected_total,vor,our_overall_rank,our_pos_rank,blend_rank,blend_pos_rank,adp_pos_rank,adp_overall_rank,value_gap,sleeper_pts_half_ppr,age,years_exp,target_ppg,target_games
Dontae Fleming,WR,MIN,2.1691550999673055,4.617234686186534,10.015498167287461,-110.16420327480627,535.0,201.0,,,,,,,24.758384668035596,0.0,,0.0
Travis Homer,RB,PIT,0.9912891733947671,4.512527280485325,4.4732194377936345,-110.25095010823837,536.0,161.0,,,,,,,28.0684462696783,7.0,,0.0
Tylan Wallace,WR,CLE,0.7875823980678911,12.147751092065214,9.567354936220564,-110.61234650587316,537.0,202.0,,,,,,,27.30458590006845,5.0,,0.0
Jha'Quan Jackson,WR,HOU,1.1360450798647204,8.384213872575309,9.524844918472713,-110.65485652362102,538.0,203.0,,,,,,,26.297056810403834,2.0,,0.0
Ja'Seem Reed,WR,CAR,1.603043281156087,5.867509575061058,9.405871801420638,-110.77382964067309,539.0,204.0,,,,,,,23.449691991786448,0.0,,0.0
Cedrick Wilson Jr.,WR,DET,0.9100345632830118,10.321811756885957,9.393205454467168,-110.78649598762657,540.0,205.0,,,,,,,30.781656399726216,7.0,,0.0
Brennan Presley,WR,LA,1.8119842066475182,4.93323310727536,8.938940478093613,-111.24076096400012,541.0,206.0,,,,,,,24.577686516084874,0.0,,0.0
Cody White,WR,SEA,0.9379537003519252,9.441281270603515,8.855484703825892,-111.32421673826784,542.0,207.0,,,,,,,27.75906913073237,5.0,,0.0
Anthony Gould,WR,IND,1.149303404695904,7.678131809429442,8.82450303028118,-111.35519841181255,543.0,208.0,,,,,,,25.404517453798768,2.0,,0.0
Will Sheppard,WR,GB,1.7228756602513633,5.024512465291032,8.656610231079492,-111.52309121101423,544.0,209.0,,,,,,,24.553045859000683,0.0,,0.0
Kendric Pryor,WR,CIN,1.7743589616255568,4.834201445966419,8.57760865795374,-111.60209278413998,545.0,210.0,,,,,,,28.65160848733744,2.0,,0.0
Efton Chism III,WR,NE,0.9317275179576638,9.116839157855338,8.494409920167792,-111.68529152192593,546.0,211.0,,,,,,,24.84873374401095,1.0,,0.0
Ryan Miller,WR,NYG,0.8174291423826023,10.381720285199645,8.486320709186812,-111.69338073290692,547.0,212.0,,,,,,,26.529774127310063,2.0,,0.0
Bryce Oliver,WR,TEN,1.5950835154948817,5.311153341242853,8.471733142882037,-111.7079682992117,548.0,213.0,,,,,,,26.286105407255302,2.0,,0.0
Samori Toure,WR,PHI,1.661184719765675,5.086574287358969,8.449739482113698,-111.72996195998003,549.0,214.0,,,,,,,28.44079397672827,4.0,,0.0
Myles Price,WR,MIN,1.5933606146091766,5.188397924485313,8.266988905794895,-111.91271253629884,550.0,215.0,,,,,,,24.709103353867214,1.0,,0.0
Derius Davis,WR,LAC,0.7509722858248677,10.82980240035951,8.132881463629621,-112.04681997846411,551.0,216.0,,,,,,,25.971252566735117,3.0,,0.0
Xavier Gipson,WR,NYG,1.3800723623936175,5.88604305681592,8.123165346570497,-112.05653609552323,552.0,217.0,,,,,,,25.4839151266256,3.0,,0.0
Scott Miller,WR,CHI,0.754312114769017,10.612038070090776,8.004788878659491,-112.17491256343423,553.0,218.0,,,,,,,29.086926762491444,7.0,,0.0
Lew Nichols III,RB,PIT,0.8558055322150704,2.902450173295165,2.483932915284592,-112.2402366307474,554.0,162.0,,,,,,,25.04312114989733,1.0,,0.0
Mason Kinsey,WR,TEN,0.8361761622356303,9.396114389988464,7.856806870547534,-112.3228945715462,555.0,219.0,,,,,,,28.0082135523614,5.0,,0.0
David Moore,WR,CAR,1.053739491681799,7.443516113051416,7.843526885292079,-112.33617455680165,556.0,220.0,,,,,,,31.627652292950035,8.0,,0.0
Mecole Hardman,WR,BUF,0.9190997177376881,8.119616311708059,7.4627370602292045,-112.71696438186453,557.0,221.0,,,,,,,28.47364818617385,7.0,,0.0
Britain Covey,WR,PHI,1.0716647534470947,6.733220974384614,7.215755595418694,-112.96394584667503,558.0,222.0,,,,,,,29.45653661875428,4.0,,0.0
Charlie Jones,WR,CIN,0.9068442779916657,7.936727108658898,7.197375564468659,-112.98232587762507,559.0,223.0,,,,,,,27.84120465434634,3.0,,0.0
Dominic Lovett,WR,DET,1.090222506376072,6.437111459039093,7.017883788695733,-113.161817653398,560.0,224.0,,,,,,,23.813826146475016,1.0,,0.0
Xavier Johnson,WR,CIN,1.527605107552372,4.582633010997028,7.000453593637165,-113.17924784845657,561.0,225.0,,,,,,,27.310061601642712,0.0,,0.0
Irvin Charles,WR,SEA,1.3289706722282717,5.1756829977319425,6.878330912736256,-113.30137052935747,562.0,226.0,,,,,,,29.38535249828884,3.0,,0.0
Devin Duvernay,WR,AZ,0.7413914840022224,9.234129969049462,6.846105321222977,-113.33359612087075,563.0,227.0,,,,,,,28.969199178644764,6.0,,0.0
Lance McCutcheon,WR,TEN,1.3618831475577249,4.945286697305269,6.734902612901445,-113.44479882919228,564.0,228.0,,,,,,,27.50718685831622,4.0,,0.0
Eli Pancol,WR,IND,1.5128771158666072,4.430250931061084,6.7024252511490445,-113.47727619094468,565.0,229.0,,,,,,,26.151950718685832,0.0,,0.0
Courtney Jackson,WR,TEN,1.4726161818576367,4.523593742880041,6.661517345915102,-113.51818409617863,566.0,230.0,,,,,,,25.470225872689937,0.0,,0.0
Montorie Foster Jr,WR,SEA,1.4639726540326852,4.541062636678805,6.647991520347333,-113.5317099217464,567.0,231.0,,,,,,,25.078713210130047,0.0,,0.0
Tru Edwards,WR,LA,1.440578308029697,4.529333679794562,6.5248598489403715,-113.65484159315336,568.0,232.0,,,,,,,25.229295003422312,0.0,,0.0
Jamaal Pritchett,WR,NYJ,1.0949940502914317,5.797061528940014,6.347747883362666,-113.83195355873106,569.0,233.0,,,,,,,23.227926078028748,0.0,,0.0
Ben Skowronek,WR,PIT,0.509047537612763,12.266693277286814,6.244330007453886,-113.93537143463985,570.0,234.0,,,,,,,29.180013689253936,5.0,,0.0
Isaiah Neyor,WR,GB,1.3582335181300682,4.529333679794562,6.151892818692376,-114.02780862340136,571.0,235.0,,,,,,,25.234770704996578,0.0,,0.0
Trent Sherfield,WR,BUF,0.6260031897949387,9.54343930679877,5.974223447670429,-114.2054779944233,572.0,236.0,,,,,,,30.51334702258727,8.0,,0.0
Justin Watson,WR,HOU,0.6656531557684211,8.909815700588542,5.930846938411789,-114.24885450368194,573.0,237.0,,,,,,,30.409308692676248,8.0,,0.0
