week,position,slp_proj,name,norm_name
11,TE,1.51,Terrance Ferguson,terrance ferguson
9,TE,1.51,Terrance Ferguson,terrance ferguson
1,RB,1.51,Emari Demercado,emari demercado
10,TE,1.5,John Bates,john bates
6,TE,1.5,Luke Musgrave,luke musgrave
2,RB,1.5,Sean Tucker,sean tucker
14,TE,1.5,Cade Stover,cade stover
5,RB,1.5,Tyler Badie,tyler badie
8,TE,1.5,Tyler Conklin,tyler conklin
5,TE,1.49,Daniel Bellinger,daniel bellinger
5,TE,1.49,Davis Allen,davis allen
8,WR,1.49,Kyle Williams,kyle williams
7,WR,1.49,Tre' Harris,tre harris
3,RB,1.49,LeQuint Allen,lequint allen
17,WR,1.49,Dont'e Thornton,donte thornton
1,WR,1.49,Chimere Dike,chimere dike
12,TE,1.49,Mitchell Evans,mitchell evans
13,RB,1.48,Will Shipley,will shipley
2,WR,1.48,Chimere Dike,chimere dike
3,TE,1.48,Tip Reiman,tip reiman
3,WR,1.48,Jack Bech,jack bech
6,TE,1.48,Terrance Ferguson,terrance ferguson
9,TE,1.47,Chris Manhertz,chris manhertz
16,RB,1.47,Dylan Laube,dylan laube
14,RB,1.47,Ameer Abdullah,ameer abdullah
1,TE,1.47,Luke Schoonmaker,luke schoonmaker
6,RB,1.47,Kaleb Johnson,kaleb johnson
8,RB,1.47,Zavier Scott,zavier scott
1,WR,1.47,Zay Jones,zay jones
7,TE,1.47,Josh Oliver,josh oliver
16,WR,1.47,Tim Patrick,tim patrick
18,WR,1.46,Tahj Washington,tahj washington
11,WR,1.46,Xavier Smith,xavier smith
5,RB,1.46,LeQuint Allen,lequint allen
11,TE,1.46,Davis Allen,davis allen
1,RB,1.46,George Holani,george holani
10,WR,1.45,Savion Williams,savion williams
17,WR,1.45,Devontez Walker,devontez walker
1,TE,1.45,Josh Oliver,josh oliver
15,WR,1.44,KeAndre Lambert-Smith,keandre lambertsmith
7,WR,1.44,Beaux Collins,beaux collins
10,TE,1.44,Davis Allen,davis allen
14,WR,1.44,Tylan Wallace,tylan wallace
10,WR,1.44,Dont'e Thornton,donte thornton
7,TE,1.44,Nate Adkins,nate adkins
15,TE,1.44,John FitzPatrick,john fitzpatrick
8,WR,1.44,Adam Thielen,adam thielen
18,WR,1.44,Tez Johnson,tez johnson
4,WR,1.44,Russell Gage,russell gage
9,WR,1.43,Devaughn Vele,devaughn vele
8,WR,1.43,Anthony Gould,anthony gould
1,WR,1.43,KeAndre Lambert-Smith,keandre lambertsmith
1,TE,1.43,Terrance Ferguson,terrance ferguson
10,TE,1.43,Jeremy Ruckert,jeremy ruckert
4,TE,1.43,Jeremy Ruckert,jeremy ruckert
1,TE,1.43,Jeremy Ruckert,jeremy ruckert
1,TE,1.43,Grant Calcaterra,grant calcaterra
4,TE,1.43,Elijah Higgins,elijah higgins
2,WR,1.42,Isaiah Bond,isaiah bond
14,WR,1.42,Konata Mumpfield,konata mumpfield
8,TE,1.42,Nate Adkins,nate adkins
10,TE,1.42,Grant Calcaterra,grant calcaterra
13,WR,1.42,Konata Mumpfield,konata mumpfield
1,WR,1.42,Arian Smith,arian smith
3,WR,1.41,Derius Davis,derius davis
2,WR,1.41,Tai Felton,tai felton
11,TE,1.41,Grant Calcaterra,grant calcaterra
16,TE,1.41,Adam Trautman,adam trautman
17,RB,1.41,Ray Davis,ray davis
16,TE,1.41,Charlie Woerner,charlie woerner
5,TE,1.41,Terrance Ferguson,terrance ferguson
15,WR,1.41,Sterling Shepard,sterling shepard
10,TE,1.41,Quintin Morris,quintin morris
9,TE,1.41,Davis Allen,davis allen
17,TE,1.41,Adam Trautman,adam trautman
16,RB,1.4,Ray Davis,ray davis
17,WR,1.4,Arian Smith,arian smith
10,TE,1.4,John FitzPatrick,john fitzpatrick
11,RB,1.4,Will Shipley,will shipley
18,WR,1.4,Tim Patrick,tim patrick
1,TE,1.4,Daniel Bellinger,daniel bellinger
16,TE,1.39,Nate Adkins,nate adkins
9,TE,1.39,Mitchell Evans,mitchell evans
15,TE,1.39,Adam Trautman,adam trautman
9,TE,1.39,Ben Yurosek,ben yurosek
5,TE,1.39,Tyler Conklin,tyler conklin
8,WR,1.39,Tre' Harris,tre harris
18,TE,1.39,Charlie Woerner,charlie woerner
6,RB,1.39,DJ Giddens,dj giddens
3,TE,1.38,Luke Schoonmaker,luke schoonmaker
11,TE,1.38,Mitchell Evans,mitchell evans
17,RB,1.38,Will Shipley,will shipley
6,WR,1.38,Savion Williams,savion williams
18,TE,1.38,Chris Manhertz,chris manhertz
15,WR,1.38,Nick Westbrook-Ikhine,nick westbrookikhine
15,RB,1.37,Will Shipley,will shipley
11,RB,1.37,Malik Davis,malik davis
13,WR,1.37,Jack Bech,jack bech
4,WR,1.37,Devaughn Vele,devaughn vele
13,WR,1.37,Xavier Weaver,xavier weaver
9,RB,1.37,Chris Rodriguez,chris rodriguez
8,WR,1.37,Elijah Moore,elijah moore
7,TE,1.37,Adam Trautman,adam trautman
6,TE,1.37,Julian Hill,julian hill
8,RB,1.37,Keaton Mitchell,keaton mitchell
10,WR,1.37,Mason Tipton,mason tipton
6,TE,1.37,Tyler Conklin,tyler conklin
8,TE,1.37,Adam Trautman,adam trautman
16,WR,1.36,Darius Cooper,darius cooper
18,TE,1.36,Adam Trautman,adam trautman
16,TE,1.36,Anthony Firkser,anthony firkser
3,TE,1.36,Jackson Hawes,jackson hawes
2,RB,1.36,Emanuel Wilson,emanuel wilson
9,WR,1.36,Trent Sherfield,trent sherfield
7,WR,1.35,Adam Thielen,adam thielen
1,TE,1.35,Adam Trautman,adam trautman
9,WR,1.35,Adam Thielen,adam thielen
13,RB,1.34,Ameer Abdullah,ameer abdullah
1,WR,1.34,Pat Bryant,pat bryant
13,TE,1.34,Mitchell Evans,mitchell evans
8,TE,1.34,Mitchell Evans,mitchell evans
10,TE,1.34,Mitchell Evans,mitchell evans
16,TE,1.34,Cade Stover,cade stover
17,TE,1.34,Mitchell Evans,mitchell evans
13,TE,1.34,John Bates,john bates
14,WR,1.33,Marquez Valdes-Scantling,marquez valdesscantling
7,TE,1.33,Colby Parkinson,colby parkinson
18,TE,1.33,Nate Adkins,nate adkins
18,RB,1.33,Zamir White,zamir white
15,TE,1.33,Mitchell Evans,mitchell evans
14,RB,1.33,Kaleb Johnson,kaleb johnson
2,WR,1.33,Jack Bech,jack bech
16,WR,1.33,Xavier Smith,xavier smith
8,TE,1.33,Jackson Hawes,jackson hawes
2,TE,1.33,Drew Sample,drew sample
3,WR,1.32,Tutu Atwell,tutu atwell
12,WR,1.32,Devontez Walker,devontez walker
12,RB,1.32,Hunter Luepke,hunter luepke
6,WR,1.32,Ashton Dulin,ashton dulin
14,WR,1.32,Cody White,cody white
13,TE,1.31,Luke Schoonmaker,luke schoonmaker
15,RB,1.31,Trayveon Williams,trayveon williams
18,RB,1.31,DJ Giddens,dj giddens
15,TE,1.31,Charlie Woerner,charlie woerner
18,WR,1.31,Michael Bandy,michael bandy
4,WR,1.31,Kyle Williams,kyle williams
18,TE,1.31,Luke Schoonmaker,luke schoonmaker
15,TE,1.3,Stone Smartt,stone smartt
9,WR,1.3,Tyquan Thornton,tyquan thornton
5,WR,1.3,Kyle Williams,kyle williams
10,TE,1.3,Ben Sinnott,ben sinnott
12,WR,1.3,Tyquan Thornton,tyquan thornton
17,TE,1.3,Charlie Woerner,charlie woerner
9,WR,1.3,Braxton Berrios,braxton berrios
16,WR,1.29,Chris Moore,chris moore
8,TE,1.29,Drew Sample,drew sample
3,WR,1.28,Nikko Remigio,nikko remigio
5,TE,1.28,Tip Reiman,tip reiman
12,WR,1.28,Dyami Brown,dyami brown
12,WR,1.28,Andre Baccellia,andre baccellia
1,WR,1.28,Kalif Raymond,kalif raymond
14,TE,1.28,Hunter Long,hunter long
1,WR,1.27,Casey Washington,casey washington
15,WR,1.27,Tai Felton,tai felton
3,RB,1.27,Alec Ingold,alec ingold
10,WR,1.27,Jalin Hyatt,jalin hyatt
9,TE,1.27,John Bates,john bates
3,TE,1.27,Drew Sample,drew sample
17,WR,1.27,Jalen Brooks,jalen brooks
7,RB,1.27,Alec Ingold,alec ingold
18,RB,1.26,Tahj Brooks,tahj brooks
17,WR,1.26,Tim Patrick,tim patrick
17,TE,1.26,Stone Smartt,stone smartt
16,WR,1.26,KeAndre Lambert-Smith,keandre lambertsmith
7,TE,1.26,Terrance Ferguson,terrance ferguson
4,RB,1.26,Tyler Badie,tyler badie
16,RB,1.26,Alec Ingold,alec ingold
3,TE,1.25,Eric Saubert,eric saubert
11,WR,1.25,Adam Thielen,adam thielen
9,RB,1.25,Brittain Brown,brittain brown
4,RB,1.25,Trevor Etienne,trevor etienne
1,RB,1.25,Ty Chandler,ty chandler
10,RB,1.25,Tyler Goodson,tyler goodson
13,TE,1.24,Robert Tonyan,robert tonyan
2,RB,1.24,Emari Demercado,emari demercado
2,TE,1.24,Payne Durham,payne durham
11,RB,1.24,Alec Ingold,alec ingold
4,TE,1.24,Tip Reiman,tip reiman
17,TE,1.24,Greg Dulcich,greg dulcich
1,WR,1.24,Tre' Harris,tre harris
7,TE,1.23,Mo Alie-Cox,mo aliecox
14,TE,1.23,Charlie Woerner,charlie woerner
4,TE,1.23,Tanner Conner,tanner conner
3,TE,1.23,Brevyn Spann-Ford,brevyn spannford
15,RB,1.23,Kaleb Johnson,kaleb johnson
14,RB,1.22,Will Shipley,will shipley
4,WR,1.22,Casey Washington,casey washington
1,TE,1.22,Charlie Woerner,charlie woerner
4,RB,1.22,AJ Dillon,aj dillon
10,TE,1.22,Harrison Bryant,harrison bryant
10,TE,1.22,Brock Wright,brock wright
17,WR,1.22,KeAndre Lambert-Smith,keandre lambertsmith
2,RB,1.22,Michael Carter,michael carter
1,TE,1.22,Charlie Kolar,charlie kolar
18,TE,1.22,Cameron Latu,cameron latu
8,WR,1.22,Cedrick Wilson,cedrick wilson
1,WR,1.22,Elijah Moore,elijah moore
3,WR,1.21,Trent Sherfield,trent sherfield
14,TE,1.21,Greg Dulcich,greg dulcich
18,WR,1.21,Mason Kinsey,mason kinsey
18,TE,1.21,Jared Wiley,jared wiley
15,TE,1.21,Drew Sample,drew sample
12,WR,1.21,Arian Smith,arian smith
6,TE,1.21,Foster Moreau,foster moreau
7,TE,1.21,Foster Moreau,foster moreau
9,RB,1.2,Tahj Brooks,tahj brooks
16,TE,1.2,Julian Hill,julian hill
11,RB,1.2,Kaleb Johnson,kaleb johnson
11,WR,1.2,Isaac TeSlaa,isaac teslaa
9,RB,1.2,Kyle Juszczyk,kyle juszczyk
8,RB,1.2,Devin Singletary,devin singletary
2,WR,1.2,Zay Jones,zay jones
12,TE,1.2,Tanner Hudson,tanner hudson
13,TE,1.2,Julian Hill,julian hill
14,TE,1.2,Julian Hill,julian hill
10,RB,1.19,Kaleb Johnson,kaleb johnson
10,WR,1.19,Adam Thielen,adam thielen
11,RB,1.19,Kyle Juszczyk,kyle juszczyk
17,WR,1.19,Tai Felton,tai felton
8,TE,1.19,Blake Whiteheart,blake whiteheart
14,TE,1.19,Grant Calcaterra,grant calcaterra
8,RB,1.19,Terrell Jennings,terrell jennings
9,RB,1.18,Chris Brooks,chris brooks
2,WR,1.18,Adonai Mitchell,adonai mitchell
6,TE,1.18,Luke Farrell,luke farrell
8,WR,1.18,Ashton Dulin,ashton dulin
11,TE,1.18,Drew Sample,drew sample
13,TE,1.18,Greg Dulcich,greg dulcich
8,WR,1.18,Casey Washington,casey washington
5,RB,1.17,DeeJay Dallas,deejay dallas
12,WR,1.17,James Proche,james proche
15,TE,1.17,Greg Dulcich,greg dulcich
9,WR,1.17,Jalin Hyatt,jalin hyatt
1,WR,1.17,DeAndre Carter,deandre carter
12,RB,1.17,George Holani,george holani
7,WR,1.17,Kameron Johnson,kameron johnson
9,WR,1.17,Devin Duvernay,devin duvernay
7,RB,1.17,Tahj Brooks,tahj brooks
4,RB,1.16,Kyle Juszczyk,kyle juszczyk
1,TE,1.16,Tip Reiman,tip reiman
4,TE,1.16,Darnell Washington,darnell washington
16,TE,1.16,Will Dissly,will dissly
15,RB,1.16,Chris Brooks,chris brooks
6,RB,1.16,Devin Singletary,devin singletary
6,WR,1.16,Tyler Johnson,tyler johnson
17,TE,1.16,Julian Hill,julian hill
13,RB,1.15,Chris Brooks,chris brooks
5,RB,1.15,Zonovan Knight,zonovan knight
3,TE,1.15,Grant Calcaterra,grant calcaterra
6,RB,1.15,Hunter Luepke,hunter luepke
14,RB,1.15,Hunter Luepke,hunter luepke
2,WR,1.15,Parker Washington,parker washington
13,WR,1.14,Kyle Williams,kyle williams
9,RB,1.14,Julius Chestnut,julius chestnut
11,WR,1.14,Tyquan Thornton,tyquan thornton
1,WR,1.14,Tai Felton,tai felton
2,WR,1.14,Marquez Valdes-Scantling,marquez valdesscantling
12,WR,1.14,Kendrick Bourne,kendrick bourne
16,WR,1.13,Brycen Tremayne,brycen tremayne
13,RB,1.13,Kaleb Johnson,kaleb johnson
7,TE,1.13,Harrison Bryant,harrison bryant
7,RB,1.13,Kyle Juszczyk,kyle juszczyk
15,TE,1.13,Julian Hill,julian hill
8,RB,1.13,Kyle Juszczyk,kyle juszczyk
14,WR,1.12,Ben Skowronek,ben skowronek
16,RB,1.12,Will Shipley,will shipley
10,TE,1.12,Charlie Kolar,charlie kolar
3,RB,1.12,Hunter Luepke,hunter luepke
17,RB,1.12,Hunter Luepke,hunter luepke
15,WR,1.12,Dante Pettis,dante pettis
2,RB,1.12,Hunter Luepke,hunter luepke
5,TE,1.12,Grant Calcaterra,grant calcaterra
17,WR,1.12,Darius Cooper,darius cooper
13,RB,1.11,Ray Davis,ray davis
12,WR,1.11,Adam Thielen,adam thielen
9,RB,1.11,Hunter Luepke,hunter luepke
5,RB,1.11,Josh Williams,josh williams
4,TE,1.11,Drew Sample,drew sample
18,RB,1.11,Dare Ogunbowale,dare ogunbowale
4,TE,1.1,Ian Thomas,ian thomas
2,TE,1.1,Brevyn Spann-Ford,brevyn spannford
3,TE,1.1,Kylen Granson,kylen granson
2,RB,1.1,George Holani,george holani
3,RB,1.1,Kalel Mullings,kalel mullings
3,WR,1.09,Tre' Harris,tre harris
4,TE,1.09,Johnny Mundt,johnny mundt
9,TE,1.09,Charlie Kolar,charlie kolar
17,WR,1.09,Tom Kennedy,tom kennedy
3,WR,1.09,Jamari Thrash,jamari thrash
6,RB,1.09,Devin Neal,devin neal
10,WR,1.09,Xavier Smith,xavier smith
5,WR,1.09,Van Jefferson,van jefferson
16,WR,1.09,Mecole Hardman,mecole hardman
6,TE,1.09,Jeremy Ruckert,jeremy ruckert
1,WR,1.09,Adonai Mitchell,adonai mitchell
5,TE,1.08,Drew Sample,drew sample
11,RB,1.08,Hunter Luepke,hunter luepke
15,WR,1.08,Jordan Whittington,jordan whittington
14,RB,1.08,Alec Ingold,alec ingold
1,RB,1.08,Hunter Luepke,hunter luepke
4,WR,1.08,Van Jefferson,van jefferson
6,WR,1.08,Van Jefferson,van jefferson
15,TE,1.07,Jackson Hawes,jackson hawes
2,WR,1.07,Kyle Williams,kyle williams
10,TE,1.07,Jake Tonges,jake tonges
2,RB,1.07,Kimani Vidal,kimani vidal
7,RB,1.07,Hunter Luepke,hunter luepke
1,RB,1.07,Kimani Vidal,kimani vidal
17,TE,1.06,Luke Schoonmaker,luke schoonmaker
15,WR,1.06,Tutu Atwell,tutu atwell
3,TE,1.06,Nate Adkins,nate adkins
5,RB,1.06,Tahj Brooks,tahj brooks
10,RB,1.06,Kyle Juszczyk,kyle juszczyk
8,WR,1.06,Ryan Miller,ryan miller
9,TE,1.06,Jackson Hawes,jackson hawes
12,TE,1.05,Jake Tonges,jake tonges
10,WR,1.05,Malik Heath,malik heath
16,RB,1.05,Hunter Luepke,hunter luepke
18,TE,1.05,Connor Heyward,connor heyward
12,WR,1.05,Ryan Flournoy,ryan flournoy
14,WR,1.05,Jalen Brooks,jalen brooks
15,WR,1.05,Jalen McMillan,jalen mcmillan
11,RB,1.05,Clyde Edwards-Helaire,clyde edwardshelaire
11,RB,1.05,George Holani,george holani
18,WR,1.05,Jordan Whittington,jordan whittington
1,TE,1.05,Drew Sample,drew sample
18,RB,1.05,Ronnie Rivers,ronnie rivers
4,TE,1.05,Daniel Bellinger,daniel bellinger
14,TE,1.05,John Bates,john bates
5,TE,1.04,Elijah Higgins,elijah higgins
10,TE,1.04,Ben Yurosek,ben yurosek
12,WR,1.04,Jamal Agnew,jamal agnew
8,WR,1.04,Isaiah Williams,isaiah williams
11,WR,1.04,Austin Trammell,austin trammell
9,WR,1.04,Ryan Flournoy,ryan flournoy
6,TE,1.04,Drew Sample,drew sample
3,RB,1.04,Dylan Laube,dylan laube
13,RB,1.03,Alec Ingold,alec ingold
17,RB,1.03,Alec Ingold,alec ingold
13,RB,1.03,Jaylen Wright,jaylen wright
10,WR,1.03,Alex Bachman,alex bachman
3,WR,1.03,Jason Brownlee,jason brownlee
15,TE,1.03,Luke Farrell,luke farrell
6,TE,1.03,John Bates,john bates
14,TE,1.03,Luke Schoonmaker,luke schoonmaker
16,WR,1.03,Tai Felton,tai felton
5,RB,1.02,Hunter Luepke,hunter luepke
13,WR,1.02,Isaiah Williams,isaiah williams
9,TE,1.02,Luke Schoonmaker,luke schoonmaker
11,WR,1.02,Isaiah Bond,isaiah bond
14,WR,1.02,Tai Felton,tai felton
4,RB,1.02,Hunter Luepke,hunter luepke
3,RB,1.01,Kaleb Johnson,kaleb johnson
12,TE,1.01,Drew Sample,drew sample
2,TE,1.01,Daniel Bellinger,daniel bellinger
2,WR,1.01,Tylan Wallace,tylan wallace
9,TE,1.01,Jake Tonges,jake tonges
15,RB,1.01,Hunter Luepke,hunter luepke
3,WR,1.01,Van Jefferson,van jefferson
18,WR,1.01,Tutu Atwell,tutu atwell
12,TE,1.01,Johnny Mundt,johnny mundt
18,WR,1.0,Jake Bobo,jake bobo
7,WR,1.0,Skyy Moore,skyy moore
11,RB,1.0,Owen Wright,owen wright
2,WR,1.0,David Moore,david moore
10,WR,1.0,Isaac TeSlaa,isaac teslaa
11,TE,0.99,Luke Schoonmaker,luke schoonmaker
7,TE,0.99,Stone Smartt,stone smartt
8,WR,0.99,Devaughn Vele,devaughn vele
15,RB,0.99,Alec Ingold,alec ingold
7,WR,0.99,Xavier Smith,xavier smith
6,WR,0.99,Casey Washington,casey washington
15,WR,0.99,Konata Mumpfield,konata mumpfield
8,WR,0.99,Xavier Gipson,xavier gipson
11,TE,0.99,Jake Tonges,jake tonges
14,WR,0.99,Dee Eskridge,dee eskridge
17,WR,0.99,Dareke Young,dareke young
8,WR,0.98,Savion Williams,savion williams
15,RB,0.98,British Brooks,british brooks
13,WR,0.98,Lil'Jordan Humphrey,liljordan humphrey
18,RB,0.98,Alec Ingold,alec ingold
8,RB,0.98,Hunter Luepke,hunter luepke
16,WR,0.98,Kyle Williams,kyle williams
13,WR,0.98,Dee Eskridge,dee eskridge
16,TE,0.98,Drew Sample,drew sample
1,TE,0.98,Brock Wright,brock wright
5,TE,0.98,John Bates,john bates
1,WR,0.98,Isaiah Bond,isaiah bond
1,RB,0.98,Isaiah Davis,isaiah davis
12,RB,0.97,Clyde Edwards-Helaire,clyde edwardshelaire
1,TE,0.97,Mitchell Evans,mitchell evans
18,WR,0.96,Arian Smith,arian smith
16,TE,0.96,Luke Farrell,luke farrell
10,TE,0.96,Colby Parkinson,colby parkinson
7,TE,0.96,Luke Schoonmaker,luke schoonmaker
1,RB,0.96,Isaac Guerendo,isaac guerendo
16,WR,0.96,Mitch Tinsley,mitch tinsley
11,RB,0.96,Dare Ogunbowale,dare ogunbowale
8,WR,0.95,Ryan Flournoy,ryan flournoy
5,RB,0.95,Julius Chestnut,julius chestnut
1,TE,0.95,Colby Parkinson,colby parkinson
2,WR,0.95,Tre' Harris,tre harris
1,QB,0.95,Jaxson Dart,jaxson dart
7,WR,0.95,Malachi Corley,malachi corley
3,RB,0.95,Sean Tucker,sean tucker
16,TE,0.94,Luke Schoonmaker,luke schoonmaker
15,WR,0.94,Jalin Hyatt,jalin hyatt
9,TE,0.94,Colby Parkinson,colby parkinson
10,TE,0.94,Drew Ogletree,drew ogletree
11,TE,0.94,Cade Stover,cade stover
16,RB,0.94,Raheim Sanders,raheim sanders
18,TE,0.94,Drew Sample,drew sample
4,WR,0.94,Jalen Royals,jalen royals
18,WR,0.94,Tai Felton,tai felton
9,TE,0.93,Drew Ogletree,drew ogletree
5,TE,0.93,Charlie Kolar,charlie kolar
11,WR,0.93,Demarcus Robinson,demarcus robinson
4,RB,0.93,Dare Ogunbowale,dare ogunbowale
8,TE,0.93,Luke Farrell,luke farrell
14,TE,0.93,Drew Sample,drew sample
15,WR,0.93,Dee Eskridge,dee eskridge
13,TE,0.93,Grant Calcaterra,grant calcaterra
14,WR,0.93,Devin Duvernay,devin duvernay
15,TE,0.93,Luke Schoonmaker,luke schoonmaker
11,TE,0.93,Colby Parkinson,colby parkinson
17,RB,0.93,Dylan Laube,dylan laube
2,WR,0.92,Charlie Jones,charlie jones
14,WR,0.92,Lil'Jordan Humphrey,liljordan humphrey
5,WR,0.92,Devontez Walker,devontez walker
14,WR,0.92,Dante Pettis,dante pettis
11,WR,0.92,Ryan Miller,ryan miller
12,WR,0.92,Bo Melton,bo melton
9,TE,0.92,Harrison Bryant,harrison bryant
12,TE,0.92,Luke Schoonmaker,luke schoonmaker
4,TE,0.92,Colby Parkinson,colby parkinson
18,TE,0.92,Luke Farrell,luke farrell
4,WR,0.92,Devontez Walker,devontez walker
17,TE,0.92,Jack Stoll,jack stoll
10,WR,0.92,Austin Trammell,austin trammell
11,WR,0.91,Tahj Washington,tahj washington
11,TE,0.91,Tyler Conklin,tyler conklin
17,WR,0.91,Cedrick Wilson,cedrick wilson
14,TE,0.91,John FitzPatrick,john fitzpatrick
1,TE,0.91,John Bates,john bates
13,WR,0.91,Kendrick Bourne,kendrick bourne
3,WR,0.91,Malik Heath,malik heath
5,TE,0.91,Payne Durham,payne durham
4,TE,0.9,Payne Durham,payne durham
17,WR,0.9,Brycen Tremayne,brycen tremayne
13,TE,0.9,Mo Alie-Cox,mo aliecox
13,TE,0.9,Brevyn Spann-Ford,brevyn spannford
12,RB,0.9,Dare Ogunbowale,dare ogunbowale
4,WR,0.9,Ashton Dulin,ashton dulin
2,TE,0.9,John Bates,john bates
12,WR,0.9,Jonathan Mingo,jonathan mingo
7,WR,0.89,David Sills,david sills
7,WR,0.89,Anthony Gould,anthony gould
15,WR,0.89,Bo Melton,bo melton
15,RB,0.89,Tyler Goodson,tyler goodson
11,WR,0.89,Derius Davis,derius davis
5,TE,0.89,Mitchell Evans,mitchell evans
10,TE,0.89,Payne Durham,payne durham
4,RB,0.88,Jaylen Wright,jaylen wright
10,WR,0.88,Trent Sherfield,trent sherfield
1,RB,0.88,AJ Dillon,aj dillon
9,WR,0.88,Cedrick Wilson,cedrick wilson
3,TE,0.88,Stone Smartt,stone smartt
5,WR,0.88,Arian Smith,arian smith
3,TE,0.87,Colby Parkinson,colby parkinson
17,RB,0.87,Jaret Patterson,jaret patterson
13,TE,0.87,Cade Stover,cade stover
4,TE,0.87,Drew Ogletree,drew ogletree
2,WR,0.87,Chris Moore,chris moore
2,WR,0.87,Elijah Moore,elijah moore
3,TE,0.87,Charlie Woerner,charlie woerner
8,TE,0.87,Luke Schoonmaker,luke schoonmaker
1,TE,0.86,Brevyn Spann-Ford,brevyn spannford
7,WR,0.86,Dee Eskridge,dee eskridge
15,TE,0.86,Drew Ogletree,drew ogletree
8,TE,0.86,Charlie Kolar,charlie kolar
13,RB,0.86,Terrell Jennings,terrell jennings
12,RB,0.86,Ray Davis,ray davis
12,TE,0.86,Cade Stover,cade stover
11,WR,0.86,Savion Williams,savion williams
16,TE,0.86,Stone Smartt,stone smartt
3,RB,0.85,Kyle Juszczyk,kyle juszczyk
4,WR,0.85,Trent Sherfield,trent sherfield
10,RB,0.85,Will Shipley,will shipley
4,WR,0.85,Mitch Tinsley,mitch tinsley
10,RB,0.85,Dare Ogunbowale,dare ogunbowale
1,WR,0.85,Marquez Valdes-Scantling,marquez valdesscantling
18,RB,0.84,C.J. Ham,cj ham
1,WR,0.84,Xavier Gipson,xavier gipson
15,TE,0.84,Mo Alie-Cox,mo aliecox
8,TE,0.84,Payne Durham,payne durham
12,TE,0.84,Blake Whiteheart,blake whiteheart
9,WR,0.84,Beaux Collins,beaux collins
4,WR,0.84,Elijah Moore,elijah moore
11,RB,0.84,Trayveon Williams,trayveon williams
5,WR,0.84,Jimmy Horn,jimmy horn
6,WR,0.83,Mitch Tinsley,mitch tinsley
11,WR,0.83,Casey Washington,casey washington
4,TE,0.83,Charlie Woerner,charlie woerner
5,TE,0.83,Eric Saubert,eric saubert
13,TE,0.83,Tyler Conklin,tyler conklin
5,WR,0.83,Allen Lazard,allen lazard
7,RB,0.83,Tyler Badie,tyler badie
18,TE,0.83,Robert Tonyan,robert tonyan
1,RB,0.83,Alec Ingold,alec ingold
15,WR,0.83,James Proche,james proche
13,TE,0.82,Luke Farrell,luke farrell
18,RB,0.82,Tyler Goodson,tyler goodson
15,WR,0.82,Darius Cooper,darius cooper
13,WR,0.82,Tom Kennedy,tom kennedy
13,TE,0.82,Drew Sample,drew sample
4,WR,0.82,Arian Smith,arian smith
9,TE,0.82,Brock Wright,brock wright
16,TE,0.82,Jelani Woods,jelani woods
4,TE,0.82,Stone Smartt,stone smartt
18,WR,0.82,Dareke Young,dareke young
5,RB,0.82,Alec Ingold,alec ingold
4,TE,0.81,Eric Saubert,eric saubert
14,TE,0.81,Blake Whiteheart,blake whiteheart
5,WR,0.81,Mitch Tinsley,mitch tinsley
3,TE,0.81,Mo Alie-Cox,mo aliecox
5,TE,0.81,Drew Ogletree,drew ogletree
10,WR,0.81,Casey Washington,casey washington
15,WR,0.81,Mason Kinsey,mason kinsey
2,RB,0.8,Jeremy McNichols,jeremy mcnichols
12,TE,0.8,Ian Thomas,ian thomas
6,TE,0.8,Charlie Woerner,charlie woerner
9,TE,0.8,Greg Dulcich,greg dulcich
6,WR,0.8,Dee Eskridge,dee eskridge
13,WR,0.8,Jamal Agnew,jamal agnew
17,WR,0.8,James Proche,james proche
2,WR,0.8,Pat Bryant,pat bryant
3,WR,0.8,Zay Jones,zay jones
17,WR,0.79,Mason Kinsey,mason kinsey
14,WR,0.79,James Proche,james proche
2,TE,0.79,Charlie Woerner,charlie woerner
16,WR,0.79,Cody White,cody white
1,RB,0.79,Michael Carter,michael carter
2,RB,0.79,Alec Ingold,alec ingold
7,TE,0.79,Brock Wright,brock wright
16,WR,0.79,Tez Johnson,tez johnson
4,WR,0.78,Allen Lazard,allen lazard
1,WR,0.78,Savion Williams,savion williams
16,WR,0.78,James Proche,james proche
1,WR,0.78,Devontez Walker,devontez walker
1,RB,0.78,Dylan Laube,dylan laube
6,TE,0.78,Payne Durham,payne durham
10,TE,0.78,Foster Moreau,foster moreau
14,RB,0.78,Audric Estime,audric estime
9,RB,0.78,Trevor Etienne,trevor etienne
6,RB,0.78,Alec Ingold,alec ingold
15,TE,0.78,Tyler Conklin,tyler conklin
5,RB,0.78,AJ Dillon,aj dillon
1,TE,0.78,Stone Smartt,stone smartt
6,TE,0.78,Drew Ogletree,drew ogletree
2,TE,0.78,Eric Saubert,eric saubert
7,TE,0.77,Drew Ogletree,drew ogletree
18,RB,0.77,Sione Vaki,sione vaki
6,TE,0.77,Brock Wright,brock wright
17,RB,0.77,Dare Ogunbowale,dare ogunbowale
16,WR,0.77,Mason Kinsey,mason kinsey
16,WR,0.77,Jahdae Walker,jahdae walker
4,TE,0.77,Grant Calcaterra,grant calcaterra
15,WR,0.76,Kyle Williams,kyle williams
1,TE,0.76,Eric Saubert,eric saubert
